code,name,reason,geoname_ids
ISKRO,Krokfjardarnes,no explicit link,
ISMJO,Mjofjordur,no explicit link,
ISNOU,Nordurfjordur,no explicit link,
ISPAT,Patreksfjordur - hofn,conflicting or missing match,3412173
ISRIF,Rif-Hellisandur,conflicting or missing match,8298735
ISSAU,Saudarkrokur - hofn,conflicting or missing match,2627309;11549865
ISSFS,Selfoss - Apt,conflicting or missing match,8555622
ISSIG,Siglufjordur - hofn,no explicit link,
ISKJF,Skerjafjordur,no explicit link,
ISSTD,Stodhvarfjordur,no explicit link,
ISSTR,Straumsvik,no explicit link,
ISSTY,Stykkisholmur - hofn,conflicting or missing match,3412888;6295713
ISSUD,Sudureyri/Sugandafjord,conflicting or missing match,11549871
ISTAL,Talknafjordur/Sveinseyri,no explicit link,
ISTHN,Tjorneshofn,no explicit link,
ITASM,Albisola Marina,conflicting or missing match,3183314
ITALI,Alicudi,conflicting or missing match,8955983
ITBAG,Bagno-Rubiera,no explicit link,
ITBAC,Baraccola,no explicit link,
ITBED,Bedizzole(Brescia),conflicting or missing match,6534215
ITBDF,Bianconese di Fontevivo,conflicting or missing match,3182071
ITIDQ,Bresseo di Teolo,no explicit link,
ITBZD,Bruzolo di Susa,no explicit link,
ITCDI,Calderari,conflicting or missing match,8950390
ITCZX,Cannizzaro,conflicting or missing match,8949240
ITCPF,Capodarco di Fermo,conflicting or missing match,3180694
ITCVA,Castellana,conflicting or missing match,3178595
ITCEO,Castello,conflicting or missing match,2525792
ITCGL,Castiglione,conflicting or missing match,3179415
ITCDP,Cecchini di Pasiano,conflicting or missing match,3179240
ITCEN,Cesara Novara,no explicit link,
ITCIA,Ciampino Apt/Roma,conflicting or missing match,6299616
ITCLT,Collalto,conflicting or missing match,3178445
ITCTT,Crocetta,conflicting or missing match,3177773
ITCGM,Crugola di Mornago,no explicit link,
ITDDO,Dogana do Ortonovo,no explicit link,
ITEBA,Elba,conflicting or missing match,3169347
ITEST,Este,conflicting or missing match,3165185
ITFAL,Falconara,conflicting or missing match,3177250
ITGII,Giannutri,conflicting or missing match,3176147
ITGOR,Gorgona,conflicting or missing match,3166997
ITLGO,Lancenigo,conflicting or missing match,3164090
ITLTA,Lastra,conflicting or missing match,3175074
ITLEU,Leumann,no explicit link,
ITLSA,Limite sull'Arno,no explicit link,
ITLIN,Linate Apt/Milano,conflicting or missing match,6299580
ITLKT,Lunata,no explicit link,
ITMGG,Maggiore,conflicting or missing match,3172979
ITMXP,Malpensa Apt/Milano,conflicting or missing match,3174133
ITMNC,Mandrio di Correggio,conflicting or missing match,8950127
ITMPP,Mappano,no explicit link,
ITMNG,Mignagola di Carbonera,conflicting or missing match,3218797
ITMLZ,Milazzo,conflicting or missing match,2524155;11876724
ITMBC,"Misterbianco, Catania",conflicting or missing match,2524123
ITMCV,Molinetto-Ciliverghe,no explicit link,
ITMNF,Monfalcone,conflicting or missing match,3173153;11886620
ITMRE,Montale Rangone,conflicting or missing match,3173090
ITOLO,Olona,conflicting or missing match,3172065
ITORI,Orio Litta (Milano),no explicit link,
ITODM,Ortona dei Marsi,no explicit link,
ITONN,Osmannoro,no explicit link,
ITOMM,Oste-Montemurlo,no explicit link,
ITPDA,Padova,conflicting or missing match,3171728;7778933
ITPLM,Palazzolo Milanese,no explicit link,
ITNIC,Pian di Macina,no explicit link,
ITPTV,Piano Tavola,conflicting or missing match,8949115
ITPLS,Polesine,conflicting or missing match,3182576
ITPZO,Ponzano Magra,conflicting or missing match,8950613
ITPDI,Porto d'Ischia,conflicting or missing match,3175453;9796798
ITPLI,Porto Lignano,no explicit link,
ITQTO,Quarto,conflicting or missing match,3169700
ITXXX,RIS Inland waterways,no explicit link,
ITRIV,Rivalta Scrivia,conflicting or missing match,3169261
ITROG,"Rogoredo, Milan",conflicting or missing match,3169088
ITRUS,Rovereto sulla Secchia,no explicit link,
ITSAL,Salerno,conflicting or missing match,3168673;3170096;11126903
ITSBC,Sambuca di Pesa,conflicting or missing match,6544009
ITSDT,San Donato,conflicting or missing match,3168414
ITSNT,San Nicolo a Trebbia,no explicit link,
ITSNP,San Pietro,conflicting or missing match,3167811
ITSAR,San Rocco,conflicting or missing match,8950617
ITSCR,Santa Croce,conflicting or missing match,2523362
ITSDR,Sarmeola di Rubano,conflicting or missing match,3167120
ITSDV,Seghe di Velo,conflicting or missing match,8950112
ITSEC,Settimello-Calenzano,no explicit link,
ITSBM,Solara di Bomporto,conflicting or missing match,8949278
ITSBT,Solbiate,conflicting or missing match,3166439
ITZPZ,Spezzano,conflicting or missing match,2523022
ITTML,Talamello,no explicit link,
ITTEV,Tavernelle Vicentina-Altavilla Vicentina,no explicit link,
ITTGR,Torregrande,conflicting or missing match,10339005
ITTRS,Trieste,conflicting or missing match,3220056;9796929
ITVAD,Vado/Bologna,conflicting or missing match,3164991
ITVDO,Vado/Lucca,no explicit link,
ITVDR,Verderio,conflicting or missing match,6535364
ITVRN,Verona,conflicting or missing match,6299601;6301784
ITVTM,Vertemate,conflicting or missing match,3164506
ITVCO,Vico,conflicting or missing match,3164407
ITVDC,Vighizzolo Di Cantu,conflicting or missing match,7669424
ITVIG,Vigliano,conflicting or missing match,3164368
ITVCA,Villanova Camposanpiero,no explicit link,
ITVSS,Villa Sesso,no explicit link,
ITZCO,Zocco,conflicting or missing match,3175808
ITZUG,Zugliano,conflicting or missing match,3165794
JOAMM,Amman,conflicting or missing match,250437;250441;393598
JPABS,Abohshita,no explicit link,
JPABO,Aboshi/Himeji,conflicting or missing match,1854359
JPABT,Abuto,conflicting or missing match,11549897
JPADE,Ade,no explicit link,
JPADO,Ado,no explicit link,
JPAGS,Ageshima,no explicit link,
JPAGR,Agonoura,no explicit link,
JPAKI,Aikakita,no explicit link,
JPAIW,"Aikawa, Nagasaki",no explicit link,
JPAIK,"Aikawa, Niigata",conflicting or missing match,1865684
JPAIA,Ainouraaoki/Naru,no explicit link,
JPAIN,Ainoura/Sasebo,conflicting or missing match,1848693
JPAII,Aio,no explicit link,
JPAIZ,"Aizu, Kumamoto",conflicting or missing match,1865643
JPAZR,"Ajiro, Okayama",conflicting or missing match,6417527
JPAJR,"Ajiro, Shizuoka",conflicting or missing match,1865620
JPAZJ,"Ajiro, Tottori",conflicting or missing match,1865619
JPAKM,Akamizu,conflicting or missing match,1865538
JPAKK,"Akasaki, Kumamoto",conflicting or missing match,1854998
JPASK,"Akasaki, Tottori",conflicting or missing match,1865512
JPAKO,Akoh,no explicit link,
JPAKB,Akohbaru,no explicit link,
JPAMM,"Ama, Hyogo",conflicting or missing match,1865387
JPASJ,Amamioshima,conflicting or missing match,6300360
JPAMS,Amasaki,no explicit link,
JPAAM,"Ama, Shimane",conflicting or missing match,1865390
JPAMY,Amiya,no explicit link,
JPAMU,Amura,conflicting or missing match,11267189
JPANB,Anbo,no explicit link,
JPAOE,Aoe,no explicit link,
JPAOG,Aogashima,conflicting or missing match,1865268
JPAOS,Aoshima,no explicit link,
JPARZ,Arouzu,no explicit link,
JPAST,Ashitoku,no explicit link,
JPASZ,"Ashiya, Fukuoka",conflicting or missing match,1864986
JPASR,Ashizuri,no explicit link,
JPATT,Atatajima,no explicit link,
JPATK,Atsuki,no explicit link,
JPAWA,Awa,conflicting or missing match,1864905
JPTBS,Awajikoryunotsubasa,no explicit link,
JPAWM,Awashimanishi,no explicit link,
JPAWZ,Awazu,no explicit link,
JPBPU,"Beppu, Oita",conflicting or missing match,1864750
JPBEP,"Beppu, Shimane",conflicting or missing match,1864751
JPBFS,Beppushinko,no explicit link,
JPBDM,Bohdomari,no explicit link,
JPBYO,Byobu,conflicting or missing match,1864659
JPCHK,Chikubushima,no explicit link,
JPCIO,Chio,no explicit link,
JPCTS,Chitose Apt/Sapporo,conflicting or missing match,6300322
JPCHT,"Chitose, Hiroshima",no explicit link,
JPCHF,Chofu,conflicting or missing match,1864516
JPDTU,Daito,no explicit link,
JPDSR,Dohshiro,no explicit link,
JPDZK,Dohzaki,no explicit link,
JPEIS,Eishi,no explicit link,
JPEJM,Ejima,no explicit link,
JPENN,En,conflicting or missing match,1860827
JPENH,Enohama,no explicit link,
JPENR,"Enoura, Kagawa",no explicit link,
JPENO,"Enoura, Shizuoka",conflicting or missing match,1864186
JPESI,Esashi/Hiyama,conflicting or missing match,2130365;12954100
JPESS,Esashi/Soya,conflicting or missing match,12954101
JPESM,Eshima,no explicit link,
JPETA,Etajima,conflicting or missing match,8740425
JPEZA,Ezaki,no explicit link,
JPFGS,Fugusaki,no explicit link,
JPFJN,Fujino,conflicting or missing match,1864103
JPFKH,"Fukae, Hiroshima",conflicting or missing match,1864074
JPFAE,"Fukae, Nagasaki",conflicting or missing match,1863997
JPFKI,Fukai,no explicit link,
JPFRI,Fukari,no explicit link,
JPFKK,"Fukaura, Aomori",conflicting or missing match,2038800
JPFKR,"Fukaura, Ehime",no explicit link,
JPFKE,"Fukue, Aichi",conflicting or missing match,1863996
JPFUJ,"Fukue, Nagasaki",conflicting or missing match,6300345
JPFRA,"Fukura, Hyogo",conflicting or missing match,1863953
JPFUU,"Fukura, Kagoshima",no explicit link,
JPFUO,Fukuro,no explicit link,
JPFUR,"Fukuura, Ehime",conflicting or missing match,1926157
JPFRJ,"Fukuura, Ishikawa",conflicting or missing match,1863921
JPFUA,"Fukuura, Kumamoto",conflicting or missing match,11402750
JPFKY,"Fukuyama, Hiroshima",conflicting or missing match,1863917;11876766
JPFYM,"Fukuyama, Kagoshima",no explicit link,
JPFSH,Funakakushi,no explicit link,
JPFNR,Funaura,no explicit link,
JPFNA,Funaya,no explicit link,
JPFNZ,Funazu,no explicit link,
JPFRX,"Furue, Ehime",conflicting or missing match,6417040
JPFRU,"Furue, Kagoshima",conflicting or missing match,1863841
JPFRM,"Furue, Miyazaki",conflicting or missing match,1863842
JPFRE,"Furue, Nagasaki",no explicit link,
JPFRK,Furuike,no explicit link,
JPFRS,"Furusato, Nagasaki",conflicting or missing match,8599791
JPFTG,Futago,no explicit link,
JPFMT,"Futamata, Kagoshima",conflicting or missing match,8601694
JPFTT,"Futamata, Shimane",conflicting or missing match,1863749
JPHUT,"Futami, Niigata",conflicting or missing match,1863746
JPHTM,"Futami, Tokyo",conflicting or missing match,2113755
JPFTS,"Futtsu, Chiba",conflicting or missing match,1863711
JPGPT,Gendentokai,no explicit link,
JPGKB,Gohnokubi,no explicit link,
JPGOT,Gohtsu,no explicit link,
JPGOI,Goi/Ichihara,conflicting or missing match,2112864
JPGYA,Gyohda,no explicit link,
JPHAB,"Habu, Hiroshima",conflicting or missing match,1863473
JPHAU,"Habu, Tokyo",conflicting or missing match,1863469
JPHBB,"Habu, Yamaguchi",conflicting or missing match,1863474
JPHGO,Hachigo,no explicit link,
JPHAE,Haenohama,no explicit link,
JPHKS,Hakatashima,conflicting or missing match,11524904
JPHKU,Hakoura,no explicit link,
JPHMG,Hamaguri,no explicit link,
JPHKW,Hamakanaya,no explicit link,
JPHSK,Hamasako,no explicit link,
JPHSU,Hamasuki,no explicit link,
JPHMW,Hamawaki,no explicit link,
JPHMC,Hamochi,conflicting or missing match,1863254
JPHNE,Hane,conflicting or missing match,1863190
JPHND,Haneda Apt/Tokyo,conflicting or missing match,6300412
JPHUR,Hannoura,no explicit link,
JPHNY,Hanyu,no explicit link,
JPHAR,Hara,conflicting or missing match,1863115
JPHSS,Hase,no explicit link,
JPHAH,Hashima,no explicit link,
JPHTT,Hata,no explicit link,
JPHMI,Hatami,no explicit link,
JPHES,Hesaki,no explicit link,
JPHET,Heta,conflicting or missing match,1862898
JPHIA,Hiagari/Kitakiushu,no explicit link,
JPHBR,Hiburi,conflicting or missing match,1862882
JPHGH,Higashihazu,no explicit link,
JPHHH,Higashinohama,no explicit link,
JPHIO,Higashi-Ogishima,conflicting or missing match,11549412
JPHIG,Higashishioya,no explicit link,
JPHKI,Hikami,no explicit link,
JPHDO,Himedo,no explicit link,
JPHMK,Himekawa,conflicting or missing match,12196115
JPHNR,Himenoura,no explicit link,
JPHMH,Himeshima,conflicting or missing match,7414052
JPHMJ,Himi,conflicting or missing match,1862610
JPHNZ,Hinozu,no explicit link,
JPHRJ,Hirai,no explicit link,
JPHRW,Hiraiwa,conflicting or missing match,1862543
JPHII,Hirasaki,no explicit link,
JPHRO,Hiro,conflicting or missing match,1853717
JPHTA,"Hirota, Iwate",conflicting or missing match,2110757
JPHJT,"Hirota, Kagoshima",conflicting or missing match,10147367
JPHRU,Hiroura,conflicting or missing match,1862400
JPHMA,Hishima,no explicit link,
JPHTS,Hitsushima,no explicit link,
JPHIZ,Hizenohshima,no explicit link,
JPHUD,Hoda,no explicit link,
JPHHM,Hohomi,no explicit link,
JPHON,"Honjo, Akita",conflicting or missing match,2112683
JPHNJ,"Honjo, Kyoto",conflicting or missing match,1862199
JPHKM,Honkushima,no explicit link,
JPHNN,Honmoku,conflicting or missing match,11061021
JPHPP,Hoppozaki,no explicit link,
JPHSI,"Hoshika, Nagasaki",conflicting or missing match,1862124
JPHOS,"Hoshika, Saga",conflicting or missing match,1862125
JPHOT,Hotokegaura,no explicit link,
JPHYR,Hyakunoura,no explicit link,
JPHYG,Hyugadomari,no explicit link,
JPICD,Icchoda,no explicit link,
JPIEJ,Iejima/Okinawa,conflicting or missing match,6300459
JPIES,"Ieshima, Hyogo",conflicting or missing match,1861909
JPIKR,Ikara,conflicting or missing match,1859044
JPIKA,"Ikeda, Kagawa",conflicting or missing match,1861798
JPIKD,"Ikeda, Wakayama",no explicit link,
JPIKE,Ikeshima,no explicit link,
JPIKN,Ikina,conflicting or missing match,1861757
JPIKU,Ikunohama,no explicit link,
JPIGR,Imagire,no explicit link,
JPIMZ,Imazu,no explicit link,
JPIDJ,Indohji,no explicit link,
JPINO,Inobe,no explicit link,
JPIUH,"Inokuchi, Ehime",conflicting or missing match,1926133
JPINK,"Inokushi, Oita",conflicting or missing match,1861566
JPIND,Inonada,no explicit link,
JPINZ,Inujima,no explicit link,
JPISB,Ishiba,no explicit link,
JPISH,Ishima,no explicit link,
JPISC,Ishiwaki,no explicit link,
JPISA,Issai,no explicit link,
JPISU,Isuwan,no explicit link,
JPITU,"Itoh, Shimane",no explicit link,
JPITJ,"Itoh, Shizuoka",conflicting or missing match,1861282;1861290
JPIWG,"Iwagi,Ehime",conflicting or missing match,1926130
JPIWY,Iwaya,no explicit link,
JPIOU,"Iwojima, Kagoshima",no explicit link,
JPIWT,"Iwojima, Nagasaki",no explicit link,
JPIWO,"Iwojima, Tokyo",conflicting or missing match,6300315
JPIZM,"Izumi, Aichi",conflicting or missing match,1861105
JPIZI,"Izumi, Nagasaki",conflicting or missing match,1861106
JPIZS,Izumisano,conflicting or missing match,7391698
JPJKW,Jokawauchi,no explicit link,
JPJON,Jonoshita,no explicit link,
JPKDW,Kadokawa,no explicit link,
JPKDO,Kadokura,conflicting or missing match,1860872
JPKJG,"Kaga, Shimane",no explicit link,
JPKGT,Kaigata,no explicit link,
JPKAZ,Kaizaki,no explicit link,
JPKGR,Kamagari,conflicting or missing match,1860543
JPKAJ,"Kama, Shimane",conflicting or missing match,8651141
JPKEE,Kameike,no explicit link,
JPKJM,"Kameura, Kumamoto",conflicting or missing match,11246023
JPKMR,"Kameura, Tokushima",no explicit link,
JPKMF,Kaminofuruta,no explicit link,
JPKMY,Kamiyakunagata,no explicit link,
JPKYK,Kanayaki,no explicit link,
JPKND,"Kanda, Fukuoka",conflicting or missing match,1860234
JPKIX,Kansai Int Apt,conflicting or missing match,6300316
JPKRK,Karakizaki,no explicit link,
JPKKA,Karakuma,no explicit link,
JPKTM,Karatomari,no explicit link,
JPKRY,"Kariya, Saga",conflicting or missing match,1860036
JPKRB,Karubi,no explicit link,
JPKAN,Karuno,conflicting or missing match,1860021
JPKSS,"Kasasa, Kagoshima",conflicting or missing match,1899179
JPKSY,"Kasasa, Yamaguchi",no explicit link,
JPKDJ,Kasedo,no explicit link,
JPKAE,Kashimae,conflicting or missing match,11524907
JPKSM,"Kashima, Ibaraki",conflicting or missing match,1860748
JPKSC,"Kashima, Saga",conflicting or missing match,1859941
JPKSW,"Kashiwa, Ehime",conflicting or missing match,1926119
JPKTK,Kataku,no explicit link,
JPKBA,Katasoba,no explicit link,
JPKUR,"Katsuura, Chiba",conflicting or missing match,2112309
JPKAT,"Katsuura, Wakayama",conflicting or missing match,1859773
JPKCH,"Kawachi, Kumamoto",conflicting or missing match,1859753
JPKWC,"Kawachi, Nagasaki",conflicting or missing match,1864846
JPKWJ,"Kawajiri, Hiroshima",conflicting or missing match,1859709
JPKWR,"Kawajiri, Ibaraki",conflicting or missing match,2112292
JPKWA,Kawanazu,no explicit link,
JPKZH,Kazuhara,no explicit link,
JPKZM,Kazume,no explicit link,
JPKZS,Kazusaminato,no explicit link,
JPKEB,Kebuki,no explicit link,
JPKEJ,Keraji,conflicting or missing match,1859544
JPKJP,Kerama,conflicting or missing match,1859547
JPKIA,Kiami,no explicit link,
JPKIB,Kibe,no explicit link,
JPKGJ,Kigasajima,no explicit link,
JPKII,Kiire,conflicting or missing match,1852685
JPKZI,Kijima,no explicit link,
JPKIM,Kineshima,no explicit link,
JPKJO,Kinjo,no explicit link,
JPKNX,KinNakagusuku,no explicit link,
JPKNU,Kinuura,conflicting or missing match,12195599
JPKIN,Kinwan,no explicit link,
JPKJR,Kiriishi,conflicting or missing match,1859415
JPKNJ,Kisane,no explicit link,
JPKTL,Kitakijima,no explicit link,
JPKTX,Kita/Kitadaito,conflicting or missing match,1859361
JPKDX,Kita/Minamidaito,conflicting or missing match,1929144
JPKTA,Kitanada,no explicit link,
JPKJT,"Kitaura, Akita",conflicting or missing match,6822201
JPKIR,"Kitaura, Ehime",conflicting or missing match,6417042
JPKTR,"Kitaura, Kagawa",no explicit link,
JPKIT,"Kitaura, Miyazaki",no explicit link,
JPKBT,Kobato,conflicting or missing match,11524903
JPKBS,Kobishima,no explicit link,
JPKDK,Kodakashima,no explicit link,
JPKOD,"Kodomari, Aomori",conflicting or missing match,2129505
JPKDM,"Kodomari, Kumamoto",conflicting or missing match,11266720
JPKGC,Koguchi,no explicit link,
JPKOG,"Kogushi, Okayama",conflicting or missing match,1859066
JPKGS,"Kogushi, Yamaguchi",conflicting or missing match,1859067
JPKJA,Kohjima,no explicit link,
JPKZR,Kohjiro,no explicit link,
JPKOO,Kohmen,no explicit link,
JPKNR,Kohnoura,no explicit link,
JPKFU,Kohtsufukae,no explicit link,
JPKTU,Kohtsuura,no explicit link,
JPKKL,Kohzaki,no explicit link,
JPKOU,Kohzujima,no explicit link,
JPKOI,Koike/Uwajima,no explicit link,
JPKMQ,"Komatsu, Ishikawa",conflicting or missing match,6300367
JPKMX,"Komatsu, Yamaguchi",conflicting or missing match,1858911
JPKAX,Komoe,no explicit link,
JPKKE,Komukae,no explicit link,
JPKNI,Konagai,no explicit link,
JPKNB,Konbukariishi,no explicit link,
JPKON,Konoshima,conflicting or missing match,1858795
JPKSX,Kosuki,no explicit link,
JPKTJ,Kotakarajima,no explicit link,
JPJKT,Kotoura,conflicting or missing match,11524902
JPKOR,"Koura, Kagawa",no explicit link,
JPKJU,"Koura, Kagoshima",no explicit link,
JPKOY,Koyoh/Etajima,no explicit link,
JPKYO,Koyoh/Kawajiri,no explicit link,
JPKZE,Kozera,no explicit link,
JPKBU,Kubuki,no explicit link,
JPKCF,Kuchinofukuura,no explicit link,
JPKJI,"Kuji, Iwate",conflicting or missing match,2129427
